
--- TEST PSYNC PRINT STAT ---
stat: 319 64 21 3 50
stat: 319 64 21 1 75
stat: 320 64 21 2 25
stat: 320 64 21 2.375 50
stat: 320 64 21 1 75
stat: 321 64 21 2 25
stat: 321 64 21 2.3125 50
stat: 321 64 21 1 75
stat: 322 64 21 2 25
stat: 322 64 21 3 50
stat: 322 64 21 1 75
stat: 323 64 21 2 25
stat: 323 64 21 2.40625 50
stat: 323 64 21 1 75
stat: 324 64 21 2 25
stat: 324 64 21 2.46875 50
stat: 324 64 21 1 75
stat: 325 64 21 2 25
stat: 325 64 21 1 50
stat: 325 64 21 1 75
stat: 326 64 21 2 25
stat: 326 64 21 1 50
stat: 326 64 21 1 75
stat: 327 64 21 2 25
stat: 327 64 21 2.375 50
stat: 327 64 21 1 75
stat: 328 64 21 2 25
stat: 328 64 21 2.71875 50
stat: 328 64 21 1 75
stat: 329 64 21 2 25
stat: 329 64 21 2.25 50
stat: 329 64 21 1 75
stat: 330 64 21 2 25
stat: 330 64 21 2.46875 50
stat: 330 64 21 1 75
stat: 331 64 21 2 25
stat: 331 64 21 2.65625 50
stat: 331 64 21 1 75
stat: 332 64 21 2 25
stat: 332 64 21 2.4375 50
stat: 332 64 21 1 75
stat: 333 64 21 2 25
stat: 333 64 21 2.28125 50
stat: 333 64 21 1 75
stat: 334 64 21 2 25
stat: 334 64 21 2.40625 50
stat: 334 64 21 1 75
stat: 335 64 21 2 25
stat: 335 64 21 2.5625 50
stat: 335 64 21 1 75
stat: 336 64 21 2 25
stat: 336 64 21 2.5625 50
stat: 336 64 21 1 75
stat: 337 64 21 2 25
stat: 337 64 21 1 50
stat: 337 64 21 1 75
stat: 338 64 21 2 25
stat: 338 64 21 1 50
stat: 338 64 21 1 75
stat: 339 64 21 2 25
stat: 339 64 21 1 50
stat: 339 64 21 1 75
stat: 340 64 21 2 25
stat: 340 64 21 3 50
stat: 340 64 21 1 75
stat: 341 64 21 2 25
stat: 341 64 21 3 50
stat: 341 64 21 1 75
stat: 342 64 21 2 25
stat: 342 64 21 2.65625 50
stat: 342 64 21 1 75
stat: 343 64 21 2 25
stat: 343 64 21 2.5 50
stat: 343 64 21 1 75
stat: 344 64 21 2 25
stat: 344 64 21 2.5625 50
stat: 344 64 21 1 75
stat: 345 64 21 2 25
stat: 345 64 21 1 50
stat: 345 64 21 1 75
stat: 346 64 21 2 25
stat: 346 64 21 3 50
stat: 346 64 21 1 75
stat: 347 64 21 2 25
stat: 347 64 21 2.40625 50
stat: 347 64 21 1 75
stat: 348 64 21 2 25
stat: 348 64 21 2.53125 50
stat: 348 64 21 1 75
stat: 349 64 21 2 25
stat: 349 64 21 1 50
stat: 349 64 21 1 75
stat: 350 64 21 2 25
stat: 350 64 21 3 50
stat: 350 64 21 1 75
stat: 351 64 21 2 25
stat: 351 64 21 1 50
stat: 351 64 21 1 75
stat: 352 64 21 2 25
stat: 352 64 21 2.40625 50
stat: 352 64 21 1 75
stat: 353 64 21 2 25
stat: 353 64 21 3 50
stat: 353 64 21 1 75
stat: 354 64 21 2 25
stat: 354 64 21 2.6875 50
stat: 354 64 21 1 75
stat: 355 64 21 2 25
stat: 355 64 21 2.34375 50
stat: 355 64 21 1 75
stat: 356 64 21 2 25
stat: 356 64 21 1 50
stat: 356 64 21 1 75
stat: 357 64 21 2 25
stat: 357 64 21 1 50
stat: 357 64 21 1 75
stat: 358 64 21 2 25
stat: 358 64 21 2.5625 50
stat: 358 64 21 1 75
stat: 359 64 21 2 25
stat: 359 64 21 1 50
stat: 359 64 21 1 75
stat: 360 64 21 2 25
stat: 360 64 21 1 50
stat: 360 64 21 1 75
stat: 361 64 21 2 25
stat: 361 64 21 2.6875 50
stat: 361 64 21 1 75
stat: 362 64 21 2 25
stat: 362 64 21 2.5625 50
stat: 362 64 21 1 75
stat: 363 64 21 2 25
stat: 363 64 21 2.34375 50
stat: 363 64 21 1 75
stat: 364 64 21 2 25
stat: 364 64 21 3 50
stat: 364 64 21 1 75
stat: 365 64 21 2 25
stat: 365 64 21 2.5625 50
stat: 365 64 21 1 75
stat: 366 64 21 2 25
stat: 366 64 21 3 50
stat: 366 64 21 1 75
stat: 367 64 21 2 25
stat: 367 64 21 3 50
stat: 367 64 21 1 75
stat: 368 64 21 2 25
stat: 368 64 21 2.71875 50
stat: 368 64 21 1 75
stat: 369 64 21 2 25
stat: 369 64 21 2.5625 50
stat: 369 64 21 1 75
stat: 370 64 21 2 25
stat: 370 64 21 2.65625 50
stat: 370 64 21 1 75
stat: 371 64 21 2 25
stat: 371 64 21 2.59375 50
stat: 371 64 21 1 75
stat: 372 64 21 2 25
stat: 372 64 21 2.53125 50
stat: 372 64 21 1 75
stat: 373 64 21 2 25
stat: 373 64 21 1 50
stat: 373 64 21 1 75
stat: 374 64 21 2 25
stat: 374 64 21 2.5 50
stat: 374 64 21 1 75
stat: 375 64 21 2 25
stat: 375 64 21 2.46875 50
stat: 375 64 21 1 75
stat: 376 64 21 2 25
stat: 376 64 21 2.46875 50
stat: 376 64 21 1 75
stat: 377 64 21 2 25
stat: 377 64 21 2.46875 50
stat: 377 64 21 1 75
stat: 378 64 21 2 25
stat: 378 64 21 2 50
stat: 378 64 21 1 75
stat: 379 64 21 2 25
stat: 379 64 21 1 50
stat: 379 64 21 1 75
stat: 380 64 21 2 25
stat: 380 64 21 1 50
stat: 380 64 21 1 75
stat: 381 64 21 2 25
stat: 381 64 21 3 50
stat: 381 64 21 1 75
stat: 382 64 21 2 25
stat: 382 64 21 2.6875 50
stat: 382 64 21 1 75
stat: 383 64 21 2 25
stat: 383 64 21 1 50
stat: 383 64 21 1 75
stat: 384 64 21 2 25
stat: 384 64 21 3 50
stat: 384 64 21 1 75
stat: 385 64 21 2 25
stat: 385 64 21 2.375 50
stat: 385 64 21 1 75
stat: 386 64 21 2 25
stat: 386 64 21 1 50
stat: 386 64 21 1 75
stat: 387 64 21 2 25
stat: 387 64 21 2.53125 50
stat: 387 64 21 1 75
stat: 388 64 21 2 25
stat: 388 64 21 2.65625 50
stat: 388 64 21 1 75
stat: 389 64 21 2 25
stat: 389 64 21 3 50
stat: 389 64 21 1 75
stat: 390 64 21 2 25
stat: 390 64 21 1 50
stat: 390 64 21 1 75
stat: 391 64 21 2 25
stat: 391 64 21 2.46875 50
stat: 391 64 21 1 75
stat: 392 64 21 2 25
stat: 392 64 21 2.40625 50
stat: 392 64 21 1 75
stat: 393 64 21 2 25
stat: 393 64 21 2.4375 50
stat: 393 64 21 1 75
stat: 394 64 21 2 25
stat: 394 64 21 1 50
stat: 394 64 21 1 75
stat: 395 64 21 2 25
stat: 395 64 21 2.625 50
stat: 395 64 21 1 75
stat: 396 64 21 2 25
stat: 396 64 21 2.5 50
stat: 396 64 21 1 75
stat: 397 64 21 2 25
stat: 397 64 21 2.65625 50
stat: 397 64 21 1 75
stat: 398 64 21 2 25
stat: 398 64 21 2.71875 50
stat: 398 64 21 1 75
stat: 399 64 21 2 25
stat: 399 64 21 2.375 50
stat: 399 64 21 1 75
stat: 400 64 21 2 25
stat: 400 64 21 1 50
stat: 400 64 21 1 75
stat: 401 64 21 2 25
stat: 401 64 21 2.5 50
stat: 401 64 21 1 75
stat: 402 64 21 2 25
stat: 402 64 21 3 50
stat: 402 64 21 1 75
stat: 403 64 21 2 25
stat: 403 64 21 2.6875 50
stat: 403 64 21 1 75
stat: 404 64 21 2 25
stat: 404 64 21 2.59375 50
stat: 404 64 21 1 75
stat: 405 64 21 2 25
stat: 405 64 21 1 50
stat: 405 64 21 1 75
stat: 406 64 21 2 25
stat: 406 64 21 2.6875 50
stat: 406 64 21 1 75
stat: 407 64 21 2 25
stat: 407 64 21 2 50
stat: 407 64 21 1 75
stat: 408 64 21 2 25
stat: 408 64 21 2.34375 50
stat: 408 64 21 1 75
stat: 409 64 21 2 25
stat: 409 64 21 2.65625 50
stat: 409 64 21 1 75
stat: 410 64 21 2 25
stat: 410 64 21 2.5 50
stat: 410 64 21 1 75
stat: 411 64 21 2 25
stat: 411 64 21 1 50
stat: 411 64 21 1 75
stat: 412 64 21 2 25
stat: 412 64 21 2.375 50
stat: 412 64 21 1 75
stat: 413 64 21 2 25
stat: 413 64 21 1 50
stat: 413 64 21 1 75
stat: 414 64 21 2 25
stat: 414 64 21 3 50
stat: 414 64 21 1 75
stat: 415 64 21 2 25
stat: 415 64 21 2.25 50
stat: 415 64 21 1 75
stat: 416 64 21 2 25
stat: 416 64 21 1 50
stat: 416 64 21 1 75
stat: 417 64 21 2 25
stat: 417 64 21 2.6875 50
stat: 417 64 21 1 75
stat: 418 64 21 2 25
stat: 418 64 21 2.4375 50
stat: 418 64 21 1 75
stat: 419 64 21 2 25
stat: 419 64 21 2.40625 50
stat: 419 64 21 1 75
stat: 420 64 21 2 25
stat: 420 64 21 2.40625 50
stat: 420 64 21 1 75
stat: 421 64 21 2 25
stat: 421 64 21 3 50
stat: 421 64 21 1 75
stat: 422 64 21 2 25
stat: 422 64 21 3 50
stat: 422 64 21 1 75
stat: 423 64 21 2 25
stat: 423 64 21 2.40625 50
stat: 423 64 21 1 75
stat: 424 64 21 2 25
stat: 424 64 21 2.40625 50
stat: 424 64 21 1 75
stat: 425 64 21 2 25
stat: 425 64 21 3 50
stat: 425 64 21 1 75
stat: 426 64 21 2 25
stat: 426 64 21 2.46875 50
stat: 426 64 21 1 75
stat: 427 64 21 2 25
stat: 427 64 21 2.84375 50
stat: 427 64 21 1 75
stat: 428 64 21 2 25
stat: 428 64 21 2.625 50
stat: 428 64 21 1 75
stat: 429 64 21 2 25
stat: 429 64 21 3 50
stat: 429 64 21 1 75
stat: 430 64 21 2 25
stat: 430 64 21 2.46875 50
stat: 430 64 21 1 75
stat: 431 64 21 2 25
stat: 431 64 21 2.625 50
stat: 431 64 21 1 75
stat: 432 64 21 2 25
stat: 432 64 21 3 50
stat: 432 64 21 1 75
stat: 433 64 21 2 25
stat: 433 64 21 1 50
stat: 433 64 21 1 75
stat: 434 64 21 2 25
stat: 434 64 21 2.65625 50
stat: 434 64 21 1 75
stat: 435 64 21 2 25
stat: 435 64 21 1 50
stat: 435 64 21 1 75
stat: 436 64 21 2 25
stat: 436 64 21 3 50
stat: 436 64 21 1 75
stat: 437 64 21 2 25
stat: 437 64 21 2.625 50
stat: 437 64 21 1 75
stat: 438 64 21 2 25
stat: 438 64 21 2.28125 50
stat: 438 64 21 1 75
stat: 439 64 21 2 25
stat: 439 64 21 3 50
stat: 439 64 21 1 75
stat: 440 64 21 2 25
stat: 440 64 21 2 50
stat: 440 64 21 1 75
stat: 441 64 21 2 25
stat: 441 64 21 2.5625 50
stat: 441 64 21 1 75
stat: 442 64 21 2 25
stat: 442 64 21 2.5 50
stat: 442 64 21 1 75
stat: 443 64 21 2 25
stat: 443 64 21 1 50
stat: 443 64 21 1 75
stat: 444 64 21 2 25
stat: 444 64 21 2.59375 50
stat: 444 64 21 1 75
stat: 445 64 21 2 25
stat: 445 64 21 1 50
stat: 445 64 21 1 75
stat: 446 64 21 2 25
stat: 446 64 21 2.53125 50
stat: 446 64 21 1 75
stat: 447 64 21 2 25
stat: 447 64 21 2.375 50
stat: 447 64 21 1 75
stat: 448 64 21 2 25
stat: 448 64 21 2.46875 50
stat: 448 64 21 1 75
stat: 449 64 21 2 25
stat: 449 64 21 1 50
stat: 449 64 21 1 75
stat: 450 64 21 2 25
stat: 450 64 21 2.5 50
stat: 450 64 21 1 75
stat: 451 64 21 2 25
stat: 451 64 21 2.46875 50
stat: 451 64 21 1 75
stat: 452 64 21 2 25
stat: 452 64 21 1 50
stat: 452 64 21 1 75
stat: 453 64 21 2 25
stat: 453 64 21 2 50
stat: 453 64 21 1 75
stat: 454 64 21 2 25
stat: 454 64 21 3 50
stat: 454 64 21 1 75
stat: 455 64 21 2 25
stat: 455 64 21 3 50
stat: 455 64 21 1 75
stat: 456 64 21 2 25
stat: 456 64 21 2.34375 50
stat: 456 64 21 1 75
stat: 457 64 21 2 25
stat: 457 64 21 1 50
stat: 457 64 21 1 75
stat: 458 64 21 2 25
stat: 458 64 21 3 50
stat: 458 64 21 1 75
stat: 459 64 21 2 25
stat: 459 64 21 1 50
stat: 459 64 21 1 75
stat: 460 64 21 2 25
stat: 460 64 21 2.78125 50
stat: 460 64 21 1 75
stat: 461 64 21 2 25
stat: 461 64 21 2.5 50
stat: 461 64 21 1 75
stat: 462 64 21 2 25
stat: 462 64 21 1 50
stat: 462 64 21 1 75
stat: 463 64 21 2 25
stat: 463 64 21 2 50
stat: 463 64 21 1 75
stat: 464 64 21 2 25
stat: 464 64 21 3 50
stat: 464 64 21 1 75
stat: 465 64 21 2 25
stat: 465 64 21 3 50
stat: 465 64 21 1 75
stat: 466 64 21 2 25
stat: 466 64 21 2.5 50
stat: 466 64 21 1 75
stat: 467 64 21 2 25
stat: 467 64 21 2.53125 50
stat: 467 64 21 1 75
stat: 468 64 21 2 25
stat: 468 64 21 1 50
stat: 468 64 21 1 75
stat: 469 64 21 2 25
stat: 469 64 21 2.59375 50
stat: 469 64 21 1 75
stat: 470 64 21 2 25
stat: 470 64 21 1 50
stat: 470 64 21 1 75
stat: 471 64 21 2 25
stat: 471 64 21 2 50
stat: 471 64 21 1 75
stat: 472 64 21 2 25
stat: 472 64 21 1 50
stat: 472 64 21 1 75
stat: 473 64 21 2 25
stat: 473 64 21 1 50
stat: 473 64 21 1 75
stat: 474 64 21 2 25
stat: 474 64 21 2.6875 50
stat: 474 64 21 1 75
stat: 475 64 21 2 25
stat: 475 64 21 2.59375 50
stat: 475 64 21 1 75
stat: 476 64 21 2 25
stat: 476 64 21 2.34375 50
stat: 476 64 21 1 75
stat: 477 64 21 2 25
stat: 477 64 21 3 50
stat: 477 64 21 1 75
stat: 478 64 21 2 25
stat: 478 64 21 2.59375 50
stat: 478 64 21 1 75
stat: 479 64 21 2 25
stat: 479 64 21 3 50
stat: 479 64 21 1 75
stat: 480 64 21 2 25
stat: 480 64 21 2.5625 50
stat: 480 64 21 1 75
stat: 481 64 21 2 25
stat: 481 64 21 2.5 50
stat: 481 64 21 1 75
stat: 482 64 21 2 25
stat: 482 64 21 2.78125 50
stat: 482 64 21 1 75
stat: 483 64 21 2 25
stat: 483 64 21 2.59375 50
stat: 483 64 21 1 75
stat: 484 64 21 2 25
stat: 484 64 21 2.3125 50
stat: 484 64 21 1 75
stat: 485 64 21 2 25
stat: 485 64 21 2.5 50
stat: 485 64 21 1 75
stat: 486 64 21 2 25
stat: 486 64 21 1 50
stat: 486 64 21 1 75
stat: 487 64 21 2 25
stat: 487 64 21 2.5 50
stat: 487 64 21 1 75
stat: 488 64 21 2 25
stat: 488 64 21 2.5625 50
stat: 488 64 21 1 75
stat: 489 64 21 2 25
stat: 489 64 21 1 50
stat: 489 64 21 1 75
stat: 490 64 21 2 25
stat: 490 64 21 1 50
stat: 490 64 21 1 75
stat: 491 64 21 2 25
stat: 491 64 21 2.5 50
stat: 491 64 21 1 75
stat: 492 64 21 2 25
stat: 492 64 21 1 50
stat: 492 64 21 1 75
stat: 493 64 21 2 25
stat: 493 64 21 2.65625 50
stat: 493 64 21 1 75
stat: 494 64 21 2 25
stat: 494 64 21 3 50
stat: 494 64 21 1 75
stat: 495 64 21 2 25
stat: 495 64 21 3 50
stat: 495 64 21 1 75
stat: 496 64 21 2 25
stat: 496 64 21 2.71875 50
stat: 496 64 21 1 75
stat: 497 64 21 2 25
stat: 497 64 21 2.4375 50
stat: 497 64 21 1 75
stat: 498 64 21 2 25
stat: 498 64 21 1 50
stat: 498 64 21 1 75
stat: 499 64 21 2 25
stat: 499 64 21 2.5625 50
stat: 499 64 21 1 75
stat: 500 64 21 2 25
stat: 500 64 21 2.28125 50
stat: 500 64 21 1 75
stat: 501 64 21 2 25
stat: 501 64 21 3 50
stat: 501 64 21 1 75
stat: 502 64 21 2 25
stat: 502 64 21 2.625 50
stat: 502 64 21 1 75
stat: 503 64 21 2 25
stat: 503 64 21 2.25 50
stat: 503 64 21 1 75
stat: 504 64 21 2 25
stat: 504 64 21 3 50
stat: 504 64 21 1 75
stat: 505 64 21 2 25
stat: 505 64 21 2.65625 50
stat: 505 64 21 1 75
stat: 506 64 21 2 25
stat: 506 64 21 3 50
stat: 506 64 21 1 75
stat: 507 64 21 2 25
stat: 507 64 21 2.53125 50
stat: 507 64 21 1 75
stat: 508 64 21 2 25
stat: 508 64 21 3 50
stat: 508 64 21 1 75
stat: 509 64 21 2 25
stat: 509 64 21 2.5625 50
stat: 509 64 21 1 75
stat: 510 64 21 2 25
stat: 510 64 21 1 50
stat: 510 64 21 1 75
stat: 511 64 21 2 25
stat: 511 64 21 2.75 50
stat: 511 64 21 1 75
stat: 512 64 21 2 25
stat: 512 64 21 2.5 50
stat: 512 64 21 1 75
stat: 513 64 21 2 25
stat: 513 64 21 3 50
stat: 513 64 21 1 75
stat: 514 64 21 2 25
stat: 514 64 21 3 50
stat: 514 64 21 1 75
stat: 515 64 21 2 25
stat: 515 64 21 2.5625 50
stat: 515 64 21 1 75
stat: 516 64 21 2 25
stat: 516 64 21 1 50
stat: 516 64 21 1 75
stat: 517 64 21 2 25
stat: 517 64 21 2.4375 50
stat: 517 64 21 1 75
stat: 518 64 21 2 25
stat: 518 64 21 2.65625 50
stat: 518 64 21 1 75
stat: 519 64 21 2 25
stat: 519 64 21 2.5625 50
stat: 519 64 21 1 75
stat: 520 64 21 2 25
stat: 520 64 21 3 50
stat: 520 64 21 1 75
stat: 521 64 21 2 25
stat: 521 64 21 2.78125 50
stat: 521 64 21 1 75
stat: 522 64 21 2 25
stat: 522 64 21 2.5625 50
stat: 522 64 21 1 75
stat: 523 64 21 2 25
stat: 523 64 21 1 50
stat: 523 64 21 1 75
stat: 524 64 21 2 25
stat: 524 64 21 3 50
stat: 524 64 21 1 75
stat: 525 64 21 2 25
stat: 525 64 21 2.5 50
stat: 525 64 21 1 75
stat: 526 64 21 2 25
stat: 526 64 21 1 50
stat: 526 64 21 1 75
stat: 527 64 21 2 25
stat: 527 64 21 1 50
stat: 527 64 21 1 75
stat: 528 64 21 2 25
stat: 528 64 21 1 50
stat: 528 64 21 1 75
stat: 529 64 21 2 25
stat: 529 64 21 2.46875 50
stat: 529 64 21 1 75
stat: 530 64 21 2 25
stat: 530 64 21 3 50
stat: 530 64 21 1 75
stat: 531 64 21 2 25
stat: 531 64 21 1 50
stat: 531 64 21 1 75
stat: 532 64 21 2 25
stat: 532 64 21 2.59375 50
stat: 532 64 21 1 75
stat: 533 64 21 2 25
stat: 533 64 21 2 50
stat: 533 64 21 1 75
stat: 534 64 21 2 25
stat: 534 64 21 2.4375 50
stat: 534 64 21 1 75
stat: 535 64 21 2 25
stat: 535 64 21 2.4375 50
stat: 535 64 21 1 75
stat: 536 64 21 2 25
stat: 536 64 21 3 50
stat: 536 64 21 1 75
stat: 537 64 21 2 25
stat: 537 64 21 2.40625 50
stat: 537 64 21 1 75
stat: 538 64 21 2 25
stat: 538 64 21 3 50
stat: 538 64 21 1 75
stat: 539 64 21 2 25
stat: 539 64 21 2.40625 50
stat: 539 64 21 1 75
stat: 540 64 21 2 25
stat: 540 64 21 1 50
stat: 540 64 21 1 75
stat: 541 64 21 2 25
stat: 541 64 21 3 50
stat: 541 64 21 1 75
stat: 542 64 21 2 25
stat: 542 64 21 2.71875 50
stat: 542 64 21 1 75
stat: 543 64 21 2 25
stat: 543 64 21 3 50
stat: 543 64 21 1 75
stat: 544 64 21 2 25
stat: 544 64 21 2.875 50
stat: 544 64 21 1 75
stat: 545 64 21 2 25
stat: 545 64 21 2.46875 50
stat: 545 64 21 1 75
stat: 546 64 21 2 25
stat: 546 64 21 1 50
stat: 546 64 21 1 75
stat: 547 64 21 2 25
stat: 547 64 21 2.625 50
stat: 547 64 21 1 75
stat: 548 64 21 2 25
stat: 548 64 21 3 50
stat: 548 64 21 1 75
stat: 549 64 21 2 25
stat: 549 64 21 2.5 50
stat: 549 64 21 1 75
stat: 550 64 21 2 25
stat: 550 64 21 2.375 50
stat: 550 64 21 1 75
stat: 551 64 21 2 25
stat: 551 64 21 2 50
stat: 551 64 21 1 75
stat: 552 64 21 2 25
stat: 552 64 21 2.625 50
stat: 552 64 21 1 75
stat: 553 64 21 2 25
stat: 553 64 21 3 50
stat: 553 64 21 1 75
stat: 554 64 21 2 25
stat: 554 64 21 2.34375 50
stat: 554 64 21 1 75
stat: 555 64 21 2 25
stat: 555 64 21 2.46875 50
stat: 555 64 21 1 75
stat: 556 64 21 2 25
stat: 556 64 21 2.1875 50
stat: 556 64 21 1 75
stat: 557 64 21 2 25
stat: 557 64 21 2.5625 50
stat: 557 64 21 1 75
stat: 558 64 21 2 25
stat: 558 64 21 2.53125 50
stat: 558 64 21 1 75
stat: 559 64 21 2 25
stat: 559 64 21 3 50
stat: 559 64 21 1 75
stat: 560 64 21 2 25
stat: 560 64 21 3 50
stat: 560 64 21 1 75
stat: 561 64 21 2 25
stat: 561 64 21 2.5625 50
stat: 561 64 21 1 75
stat: 562 64 21 2 25
stat: 562 64 21 1 50
stat: 562 64 21 1 75
stat: 563 64 21 2 25
stat: 563 64 21 2.5625 50
stat: 563 64 21 1 75
stat: 564 64 21 2 25
stat: 564 64 21 2.1875 50
stat: 564 64 21 1 75
stat: 565 64 21 2 25
stat: 565 64 21 3 50
stat: 565 64 21 1 75
stat: 566 64 21 2 25
stat: 566 64 21 2.46875 50
stat: 566 64 21 1 75
stat: 567 64 21 2 25
stat: 567 64 21 2.375 50
stat: 567 64 21 1 75
stat: 568 64 21 2 25
stat: 568 64 21 2.59375 50
stat: 568 64 21 1 75
stat: 569 64 21 2 25
stat: 569 64 21 1 50
stat: 569 64 21 1 75
stat: 570 64 21 2 25
stat: 570 64 21 3 50
stat: 570 64 21 1 75
stat: 571 64 21 2 25
stat: 571 64 21 3 50
stat: 571 64 21 1 75
stat: 572 64 21 2 25
stat: 572 64 21 2.65625 50
stat: 572 64 21 1 75
stat: 573 64 21 2 25
stat: 573 64 21 3 50
stat: 573 64 21 1 75
stat: 574 64 21 2 25
stat: 574 64 21 2.65625 50
stat: 574 64 21 1 75
stat: 575 64 21 2 25
stat: 575 64 21 2.8125 50
stat: 575 64 21 1 75
stat: 576 64 21 2 25
stat: 576 64 21 2.46875 50
stat: 576 64 21 1 75
stat: 577 64 21 2 25
stat: 577 64 21 3 50
stat: 577 64 21 1 75
stat: 578 64 21 2 25
stat: 578 64 21 2.375 50
stat: 578 64 21 1 75
stat: 579 64 21 2 25
stat: 579 64 21 2.53125 50
stat: 579 64 21 1 75
stat: 580 64 21 2 25
stat: 580 64 21 2.375 50
stat: 580 64 21 1 75
stat: 581 64 21 2 25
stat: 581 64 21 2.71875 50
stat: 581 64 21 1 75
stat: 582 64 21 2 25
stat: 582 64 21 1 50
stat: 582 64 21 1 75
stat: 583 64 21 2 25
stat: 583 64 21 2.46875 50
stat: 583 64 21 1 75
stat: 584 64 21 2 25
stat: 584 64 21 2.65625 50
stat: 584 64 21 1 75
stat: 585 64 21 2 25
stat: 585 64 21 2.40625 50
stat: 585 64 21 1 75
stat: 586 64 21 2 25
stat: 586 64 21 3 50
stat: 586 64 21 1 75
stat: 587 64 21 2 25
stat: 587 64 21 3 50
stat: 587 64 21 1 75
stat: 588 64 21 2 25
stat: 588 64 21 1 50
stat: 588 64 21 1 75
stat: 589 64 21 2 25
stat: 589 64 21 2.59375 50
stat: 589 64 21 1 75
stat: 590 64 21 2 25
stat: 590 64 21 2.71875 50
stat: 590 64 21 1 75
stat: 591 64 21 2 25
stat: 591 64 21 2.78125 50
stat: 591 64 21 1 75
stat: 592 64 21 2 25
stat: 592 64 21 3 50
stat: 592 64 21 1 75
stat: 593 64 21 2 25
stat: 593 64 21 2.46875 50
stat: 593 64 21 1 75
stat: 594 64 21 2 25
stat: 594 64 21 2.53125 50
stat: 594 64 21 1 75
stat: 595 64 21 2 25
stat: 595 64 21 2.65625 50
stat: 595 64 21 1 75
stat: 596 64 21 2 25
stat: 596 64 21 3 50
stat: 596 64 21 1 75
stat: 597 64 21 2 25
stat: 597 64 21 2.6875 50
stat: 597 64 21 1 75
stat: 598 64 21 2 25
stat: 598 64 21 2.65625 50
stat: 598 64 21 1 75
stat: 599 64 21 2 25
stat: 599 64 21 2.40625 50
stat: 599 64 21 1 75
stat: 600 64 21 2 25
stat: 600 64 21 2.5 50
stat: 600 64 21 1 75
stat: 601 64 21 2 25
stat: 601 64 21 2.53125 50
stat: 601 64 21 1 75
stat: 602 64 21 2 25
stat: 602 64 21 2.4375 50
stat: 602 64 21 1 75
stat: 603 64 21 2 25
stat: 603 64 21 1 50
stat: 603 64 21 1 75
stat: 604 64 21 2 25
stat: 604 64 21 2.46875 50
stat: 604 64 21 1 75
stat: 605 64 21 2 25
stat: 605 64 21 2.75 50
stat: 605 64 21 1 75
stat: 606 64 21 2 25
stat: 606 64 21 1 50
stat: 606 64 21 1 75
stat: 607 64 21 2 25
stat: 607 64 21 2.375 50
stat: 607 64 21 1 75
stat: 608 64 21 2 25
stat: 608 64 21 1 50
stat: 608 64 21 1 75
stat: 609 64 21 2 25
stat: 609 64 21 2.65625 50
stat: 609 64 21 1 75
stat: 610 64 21 2 25
stat: 610 64 21 2 50
stat: 610 64 21 1 75
stat: 611 64 21 2 25
stat: 611 64 21 2 50
stat: 611 64 21 1 75
stat: 612 64 21 2 25
stat: 612 64 21 2.5 50
stat: 612 64 21 1 75
stat: 613 64 21 2 25
stat: 613 64 21 2.78125 50
stat: 613 64 21 1 75
stat: 614 64 21 2 25
stat: 614 64 21 2.59375 50
stat: 614 64 21 1 75
stat: 615 64 21 2 25
stat: 615 64 21 2.4375 50
stat: 615 64 21 1 75
stat: 616 64 21 2 25
stat: 616 64 21 3 50
stat: 616 64 21 1 75
stat: 617 64 21 2 25
stat: 617 64 21 1 50
stat: 617 64 21 1 75
stat: 618 64 21 2 25
stat: 618 64 21 3 50
stat: 618 64 21 1 75
stat: 619 64 21 2 25
stat: 619 64 21 2.34375 50
stat: 619 64 21 1 75
stat: 620 64 21 2 25
stat: 620 64 21 2.5625 50
stat: 620 64 21 1 75
stat: 621 64 21 2 25
stat: 621 64 21 3 50
stat: 621 64 21 1 75
stat: 622 64 21 2 25
stat: 622 64 21 1 50
stat: 622 64 21 1 75
stat: 623 64 21 2 25
stat: 623 64 21 2.46875 50
stat: 623 64 21 1 75
stat: 624 64 21 2 25
stat: 624 64 21 2.53125 50
stat: 624 64 21 1 75
stat: 625 64 21 2 25
stat: 625 64 21 2.53125 50
stat: 625 64 21 1 75
stat: 626 64 21 2 25
stat: 626 64 21 3 50
stat: 626 64 21 1 75
stat: 627 64 21 2 25
stat: 627 64 21 2.40625 50
stat: 627 64 21 1 75
stat: 628 64 21 2 25
stat: 628 64 21 3 50
stat: 628 64 21 1 75
stat: 629 64 21 2 25
stat: 629 64 21 2.46875 50
stat: 629 64 21 1 75
stat: 630 64 21 2 25
stat: 630 64 21 2.53125 50
stat: 630 64 21 1 75
stat: 631 64 21 2 25
stat: 631 64 21 3 50
stat: 631 64 21 1 75
stat: 632 64 21 2 25
stat: 632 64 21 2.53125 50
stat: 632 64 21 1 75
stat: 633 64 21 2 25
stat: 633 64 21 2.71875 50
stat: 633 64 21 1 75
stat: 634 64 21 2 25
stat: 634 64 21 1 50
stat: 634 64 21 1 75
stat: 635 64 21 2 25
stat: 635 64 21 2.46875 50
stat: 635 64 21 1 75
stat: 636 64 21 2 25
stat: 636 64 21 3 50
stat: 636 64 21 1 75
stat: 637 64 21 2 25
stat: 637 64 21 3 50
stat: 637 64 21 1 75
stat: 638 64 21 2 25
stat: 638 64 21 2.46875 50
stat: 638 64 21 1 75
stat: 639 64 21 2 25
stat: 639 64 21 2 50
stat: 639 64 21 1 75
