
--- TEST PSYNC PRINT STAT ---
stat: 640 64 21 2 25
stat: 640 64 21 3 50
stat: 640 64 21 1 75
stat: 641 64 21 2 25
stat: 641 64 21 2.75 50
stat: 641 64 21 1 75
stat: 642 64 21 2 25
stat: 642 64 21 2 50
stat: 642 64 21 1 75
stat: 643 64 21 2 25
stat: 643 64 21 2.5 50
stat: 643 64 21 1 75
stat: 644 64 21 2 25
stat: 644 64 21 1 50
stat: 644 64 21 1 75
stat: 645 64 21 2 25
stat: 645 64 21 3 50
stat: 645 64 21 1 75
stat: 646 64 21 2 25
stat: 646 64 21 2.59375 50
stat: 646 64 21 1 75
stat: 647 64 21 2 25
stat: 647 64 21 2.53125 50
stat: 647 64 21 1 75
stat: 648 64 21 2 25
stat: 648 64 21 2.375 50
stat: 648 64 21 1 75
stat: 649 64 21 2 25
stat: 649 64 21 2.4375 50
stat: 649 64 21 1 75
stat: 650 64 21 2 25
stat: 650 64 21 3 50
stat: 650 64 21 1 75
stat: 651 64 21 2 25
stat: 651 64 21 2.40625 50
stat: 651 64 21 1 75
stat: 652 64 21 2 25
stat: 652 64 21 3 50
stat: 652 64 21 1 75
stat: 653 64 21 2 25
stat: 653 64 21 2.5 50
stat: 653 64 21 1 75
stat: 654 64 21 2 25
stat: 654 64 21 3 50
stat: 654 64 21 1 75
stat: 655 64 21 2 25
stat: 655 64 21 1 50
stat: 655 64 21 1 75
stat: 656 64 21 2 25
stat: 656 64 21 2.78125 50
stat: 656 64 21 1 75
stat: 657 64 21 2 25
stat: 657 64 21 2.40625 50
stat: 657 64 21 1 75
stat: 658 64 21 2 25
stat: 658 64 21 2.5625 50
stat: 658 64 21 1 75
stat: 659 64 21 2 25
stat: 659 64 21 3 50
stat: 659 64 21 1 75
stat: 660 64 21 2 25
stat: 660 64 21 2.5 50
stat: 660 64 21 1 75
stat: 661 64 21 2 25
stat: 661 64 21 2.375 50
stat: 661 64 21 1 75
stat: 662 64 21 2 25
stat: 662 64 21 3 50
stat: 662 64 21 1 75
stat: 663 64 21 2 25
stat: 663 64 21 2.5 50
stat: 663 64 21 1 75
stat: 664 64 21 2 25
stat: 664 64 21 2.3125 50
stat: 664 64 21 1 75
stat: 665 64 21 2 25
stat: 665 64 21 1 50
stat: 665 64 21 1 75
stat: 666 64 21 2 25
stat: 666 64 21 2.4375 50
stat: 666 64 21 1 75
stat: 667 64 21 2 25
stat: 667 64 21 3 50
stat: 667 64 21 1 75
stat: 668 64 21 2 25
stat: 668 64 21 2.34375 50
stat: 668 64 21 1 75
stat: 669 64 21 2 25
stat: 669 64 21 1 50
stat: 669 64 21 1 75
stat: 670 64 21 2 25
stat: 670 64 21 2.53125 50
stat: 670 64 21 1 75
stat: 671 64 21 2 25
stat: 671 64 21 2.53125 50
stat: 671 64 21 1 75
stat: 672 64 21 2 25
stat: 672 64 21 2.5625 50
stat: 672 64 21 1 75
stat: 673 64 21 2 25
stat: 673 64 21 3 50
stat: 673 64 21 1 75
stat: 674 64 21 2 25
stat: 674 64 21 2.65625 50
stat: 674 64 21 1 75
stat: 675 64 21 2 25
stat: 675 64 21 2.375 50
stat: 675 64 21 1 75
stat: 676 64 21 2 25
stat: 676 64 21 1 50
stat: 676 64 21 1 75
stat: 677 64 21 2 25
stat: 677 64 21 3 50
stat: 677 64 21 1 75
stat: 678 64 21 2 25
stat: 678 64 21 2.34375 50
stat: 678 64 21 1 75
stat: 679 64 21 2 25
stat: 679 64 21 2.8125 50
stat: 679 64 21 1 75
stat: 680 64 21 2 25
stat: 680 64 21 2 50
stat: 680 64 21 1 75
stat: 681 64 21 2 25
stat: 681 64 21 2.59375 50
stat: 681 64 21 1 75
stat: 682 64 21 2 25
stat: 682 64 21 1 50
stat: 682 64 21 1 75
stat: 683 64 21 2 25
stat: 683 64 21 3 50
stat: 683 64 21 1 75
stat: 684 64 21 2 25
stat: 684 64 21 2.4375 50
stat: 684 64 21 1 75
stat: 685 64 21 2 25
stat: 685 64 21 1 50
stat: 685 64 21 1 75
stat: 686 64 21 2 25
stat: 686 64 21 2.40625 50
stat: 686 64 21 1 75
stat: 687 64 21 2 25
stat: 687 64 21 2.6875 50
stat: 687 64 21 1 75
stat: 688 64 21 2 25
stat: 688 64 21 1 50
stat: 688 64 21 1 75
stat: 689 64 21 2 25
stat: 689 64 21 3 50
stat: 689 64 21 1 75
stat: 690 64 21 2 25
stat: 690 64 21 1 50
stat: 690 64 21 1 75
stat: 691 64 21 2 25
stat: 691 64 21 2.46875 50
stat: 691 64 21 1 75
stat: 692 64 21 2 25
stat: 692 64 21 1 50
stat: 692 64 21 1 75
stat: 693 64 21 2 25
stat: 693 64 21 2.75 50
stat: 693 64 21 1 75
stat: 694 64 21 2 25
stat: 694 64 21 3 50
stat: 694 64 21 1 75
stat: 695 64 21 2 25
stat: 695 64 21 2.4375 50
stat: 695 64 21 1 75
stat: 696 64 21 2 25
stat: 696 64 21 2.625 50
stat: 696 64 21 1 75
stat: 697 64 21 2 25
stat: 697 64 21 1 50
stat: 697 64 21 1 75
stat: 698 64 21 2 25
stat: 698 64 21 3 50
stat: 698 64 21 1 75
stat: 699 64 21 2 25
stat: 699 64 21 1 50
stat: 699 64 21 1 75
stat: 700 64 21 2 25
stat: 700 64 21 3 50
stat: 700 64 21 1 75
stat: 701 64 21 2 25
stat: 701 64 21 1 50
stat: 701 64 21 1 75
stat: 702 64 21 2 25
stat: 702 64 21 2.625 50
stat: 702 64 21 1 75
stat: 703 64 21 2 25
stat: 703 64 21 2.59375 50
stat: 703 64 21 1 75
stat: 704 64 21 2 25
stat: 704 64 21 2.3125 50
stat: 704 64 21 1 75
stat: 705 64 21 2 25
stat: 705 64 21 2.46875 50
stat: 705 64 21 1 75
stat: 706 64 21 2 25
stat: 706 64 21 3 50
stat: 706 64 21 1 75
stat: 707 64 21 2 25
stat: 707 64 21 2.4375 50
stat: 707 64 21 1 75
stat: 708 64 21 2 25
stat: 708 64 21 1 50
stat: 708 64 21 1 75
stat: 709 64 21 2 25
stat: 709 64 21 2.375 50
stat: 709 64 21 1 75
stat: 710 64 21 2 25
stat: 710 64 21 2.71875 50
stat: 710 64 21 1 75
stat: 711 64 21 2 25
stat: 711 64 21 2.40625 50
stat: 711 64 21 1 75
stat: 712 64 21 2 25
stat: 712 64 21 3 50
stat: 712 64 21 1 75
stat: 713 64 21 2 25
stat: 713 64 21 1 50
stat: 713 64 21 1 75
stat: 714 64 21 2 25
stat: 714 64 21 1 50
stat: 714 64 21 1 75
stat: 715 64 21 2 25
stat: 715 64 21 2.40625 50
stat: 715 64 21 1 75
stat: 716 64 21 2 25
stat: 716 64 21 1 50
stat: 716 64 21 1 75
stat: 717 64 21 2 25
stat: 717 64 21 2.6875 50
stat: 717 64 21 1 75
stat: 718 64 21 2 25
stat: 718 64 21 2.53125 50
stat: 718 64 21 1 75
stat: 719 64 21 2 25
stat: 719 64 21 3 50
stat: 719 64 21 1 75
stat: 720 64 21 2 25
stat: 720 64 21 2.59375 50
stat: 720 64 21 1 75
stat: 721 64 21 2 25
stat: 721 64 21 1 50
stat: 721 64 21 1 75
stat: 722 64 21 2 25
stat: 722 64 21 3 50
stat: 722 64 21 1 75
stat: 723 64 21 2 25
stat: 723 64 21 2.5 50
stat: 723 64 21 1 75
stat: 724 64 21 2 25
stat: 724 64 21 2.59375 50
stat: 724 64 21 1 75
stat: 725 64 21 2 25
stat: 725 64 21 2.5625 50
stat: 725 64 21 1 75
stat: 726 64 21 2 25
stat: 726 64 21 1 50
stat: 726 64 21 1 75
stat: 727 64 21 2 25
stat: 727 64 21 1 50
stat: 727 64 21 1 75
stat: 728 64 21 2 25
stat: 728 64 21 2.5625 50
stat: 728 64 21 1 75
stat: 729 64 21 2 25
stat: 729 64 21 2.71875 50
stat: 729 64 21 1 75
stat: 730 64 21 2 25
stat: 730 64 21 3 50
stat: 730 64 21 1 75
stat: 731 64 21 2 25
stat: 731 64 21 2.3125 50
stat: 731 64 21 1 75
stat: 732 64 21 2 25
stat: 732 64 21 2 50
stat: 732 64 21 1 75
stat: 733 64 21 2 25
stat: 733 64 21 2.4375 50
stat: 733 64 21 1 75
stat: 734 64 21 2 25
stat: 734 64 21 2.65625 50
stat: 734 64 21 1 75
stat: 735 64 21 2 25
stat: 735 64 21 2.53125 50
stat: 735 64 21 1 75
stat: 736 64 21 2 25
stat: 736 64 21 3 50
stat: 736 64 21 1 75
stat: 737 64 21 2 25
stat: 737 64 21 1 50
stat: 737 64 21 1 75
stat: 738 64 21 2 25
stat: 738 64 21 2.53125 50
stat: 738 64 21 1 75
stat: 739 64 21 2 25
stat: 739 64 21 2.4375 50
stat: 739 64 21 1 75
stat: 740 64 21 2 25
stat: 740 64 21 2.40625 50
stat: 740 64 21 1 75
stat: 741 64 21 2 25
stat: 741 64 21 1 50
stat: 741 64 21 1 75
stat: 742 64 21 2 25
stat: 742 64 21 2.75 50
stat: 742 64 21 1 75
stat: 743 64 21 2 25
stat: 743 64 21 2.53125 50
stat: 743 64 21 1 75
stat: 744 64 21 2 25
stat: 744 64 21 1 50
stat: 744 64 21 1 75
stat: 745 64 21 2 25
stat: 745 64 21 2.5625 50
stat: 745 64 21 1 75
stat: 746 64 21 2 25
stat: 746 64 21 3 50
stat: 746 64 21 1 75
stat: 747 64 21 2 25
stat: 747 64 21 2.59375 50
stat: 747 64 21 1 75
stat: 748 64 21 2 25
stat: 748 64 21 2.53125 50
stat: 748 64 21 1 75
stat: 749 64 21 2 25
stat: 749 64 21 2.34375 50
stat: 749 64 21 1 75
stat: 750 64 21 2 25
stat: 750 64 21 2.46875 50
stat: 750 64 21 1 75
stat: 751 64 21 2 25
stat: 751 64 21 2.4375 50
stat: 751 64 21 1 75
stat: 752 64 21 2 25
stat: 752 64 21 2.5 50
stat: 752 64 21 1 75
stat: 753 64 21 2 25
stat: 753 64 21 3 50
stat: 753 64 21 1 75
stat: 754 64 21 2 25
stat: 754 64 21 2.53125 50
stat: 754 64 21 1 75
stat: 755 64 21 2 25
stat: 755 64 21 1 50
stat: 755 64 21 1 75
stat: 756 64 21 2 25
stat: 756 64 21 2.6875 50
stat: 756 64 21 1 75
stat: 757 64 21 2 25
stat: 757 64 21 2.40625 50
stat: 757 64 21 1 75
stat: 758 64 21 2 25
stat: 758 64 21 2.59375 50
stat: 758 64 21 1 75
stat: 759 64 21 2 25
stat: 759 64 21 2.46875 50
stat: 759 64 21 1 75
stat: 760 64 21 2 25
stat: 760 64 21 2.53125 50
stat: 760 64 21 1 75
stat: 761 64 21 2 25
stat: 761 64 21 3 50
stat: 761 64 21 1 75
stat: 762 64 21 2 25
stat: 762 64 21 2.5 50
stat: 762 64 21 1 75
stat: 763 64 21 2 25
stat: 763 64 21 2.59375 50
stat: 763 64 21 1 75
stat: 764 64 21 2 25
stat: 764 64 21 2.40625 50
stat: 764 64 21 1 75
stat: 765 64 21 2 25
stat: 765 64 21 2.5625 50
stat: 765 64 21 1 75
stat: 766 64 21 2 25
stat: 766 64 21 2.65625 50
stat: 766 64 21 1 75
stat: 767 64 21 2 25
stat: 767 64 21 2 50
stat: 767 64 21 1 75
stat: 768 64 21 2 25
stat: 768 64 21 2.53125 50
stat: 768 64 21 1 75
stat: 769 64 21 2 25
stat: 769 64 21 2.5 50
stat: 769 64 21 1 75
stat: 770 64 21 2 25
stat: 770 64 21 2.71875 50
stat: 770 64 21 1 75
stat: 771 64 21 2 25
stat: 771 64 21 2.53125 50
stat: 771 64 21 1 75
stat: 772 64 21 2 25
stat: 772 64 21 2.625 50
stat: 772 64 21 1 75
stat: 773 64 21 2 25
stat: 773 64 21 2.4375 50
stat: 773 64 21 1 75
stat: 774 64 21 2 25
stat: 774 64 21 2.4375 50
stat: 774 64 21 1 75
stat: 775 64 21 2 25
stat: 775 64 21 3 50
stat: 775 64 21 1 75
stat: 776 64 21 2 25
stat: 776 64 21 1 50
stat: 776 64 21 1 75
stat: 777 64 21 2 25
stat: 777 64 21 2.40625 50
stat: 777 64 21 1 75
stat: 778 64 21 2 25
stat: 778 64 21 2.375 50
stat: 778 64 21 1 75
stat: 779 64 21 2 25
stat: 779 64 21 2.59375 50
stat: 779 64 21 1 75
stat: 780 64 21 2 25
stat: 780 64 21 2.6875 50
stat: 780 64 21 1 75
stat: 781 64 21 2 25
stat: 781 64 21 3 50
stat: 781 64 21 1 75
stat: 782 64 21 2 25
stat: 782 64 21 2.78125 50
stat: 782 64 21 1 75
stat: 783 64 21 2 25
stat: 783 64 21 1 50
stat: 783 64 21 1 75
stat: 784 64 21 2 25
stat: 784 64 21 2.59375 50
stat: 784 64 21 1 75
stat: 785 64 21 2 25
stat: 785 64 21 2.5625 50
stat: 785 64 21 1 75
stat: 786 64 21 2 25
stat: 786 64 21 3 50
stat: 786 64 21 1 75
stat: 787 64 21 2 25
stat: 787 64 21 2.625 50
stat: 787 64 21 1 75
stat: 788 64 21 2 25
stat: 788 64 21 2.53125 50
stat: 788 64 21 1 75
stat: 789 64 21 2 25
stat: 789 64 21 2.3125 50
stat: 789 64 21 1 75
stat: 790 64 21 2 25
stat: 790 64 21 1 50
stat: 790 64 21 1 75
stat: 791 64 21 2 25
stat: 791 64 21 1 50
stat: 791 64 21 1 75
stat: 792 64 21 2 25
stat: 792 64 21 3 50
stat: 792 64 21 1 75
stat: 793 64 21 2 25
stat: 793 64 21 2.40625 50
stat: 793 64 21 1 75
stat: 794 64 21 2 25
stat: 794 64 21 2.625 50
stat: 794 64 21 1 75
stat: 795 64 21 2 25
stat: 795 64 21 1 50
stat: 795 64 21 1 75
stat: 796 64 21 2 25
stat: 796 64 21 2.71875 50
stat: 796 64 21 1 75
stat: 797 64 21 2 25
stat: 797 64 21 2.90625 50
stat: 797 64 21 1 75
stat: 798 64 21 2 25
stat: 798 64 21 1 50
stat: 798 64 21 1 75
stat: 799 64 21 2 25
stat: 799 64 21 2.34375 50
stat: 799 64 21 1 75
stat: 800 64 21 2 25
stat: 800 64 21 2.75 50
stat: 800 64 21 1 75
stat: 801 64 21 2 25
stat: 801 64 21 2.625 50
stat: 801 64 21 1 75
stat: 802 64 21 2 25
stat: 802 64 21 2.40625 50
stat: 802 64 21 1 75
stat: 803 64 21 2 25
stat: 803 64 21 2.34375 50
stat: 803 64 21 1 75
stat: 804 64 21 2 25
stat: 804 64 21 2.65625 50
stat: 804 64 21 1 75
stat: 805 64 21 2 25
stat: 805 64 21 2.5625 50
stat: 805 64 21 1 75
stat: 806 64 21 2 25
stat: 806 64 21 2.625 50
stat: 806 64 21 1 75
stat: 807 64 21 2 25
stat: 807 64 21 2.5625 50
stat: 807 64 21 1 75
stat: 808 64 21 2 25
stat: 808 64 21 2.3125 50
stat: 808 64 21 1 75
stat: 809 64 21 2 25
stat: 809 64 21 2.34375 50
stat: 809 64 21 1 75
stat: 810 64 21 2 25
stat: 810 64 21 2.78125 50
stat: 810 64 21 1 75
stat: 811 64 21 2 25
stat: 811 64 21 3 50
stat: 811 64 21 1 75
stat: 812 64 21 2 25
stat: 812 64 21 1 50
stat: 812 64 21 1 75
stat: 813 64 21 2 25
stat: 813 64 21 3 50
stat: 813 64 21 1 75
stat: 814 64 21 2 25
stat: 814 64 21 3 50
stat: 814 64 21 1 75
stat: 815 64 21 2 25
stat: 815 64 21 3 50
stat: 815 64 21 1 75
stat: 816 64 21 2 25
stat: 816 64 21 2.3125 50
stat: 816 64 21 1 75
stat: 817 64 21 2 25
stat: 817 64 21 3 50
stat: 817 64 21 1 75
stat: 818 64 21 2 25
stat: 818 64 21 2.53125 50
stat: 818 64 21 1 75
stat: 819 64 21 2 25
stat: 819 64 21 2.5625 50
stat: 819 64 21 1 75
stat: 820 64 21 2 25
stat: 820 64 21 1 50
stat: 820 64 21 1 75
stat: 821 64 21 2 25
stat: 821 64 21 2.375 50
stat: 821 64 21 1 75
stat: 822 64 21 2 25
stat: 822 64 21 3 50
stat: 822 64 21 1 75
stat: 823 64 21 2 25
stat: 823 64 21 2.4375 50
stat: 823 64 21 1 75
stat: 824 64 21 2 25
stat: 824 64 21 2.40625 50
stat: 824 64 21 1 75
stat: 825 64 21 2 25
stat: 825 64 21 3 50
stat: 825 64 21 1 75
stat: 826 64 21 2 25
stat: 826 64 21 2.40625 50
stat: 826 64 21 1 75
stat: 827 64 21 2 25
stat: 827 64 21 2.5625 50
stat: 827 64 21 1 75
stat: 828 64 21 2 25
stat: 828 64 21 2.53125 50
stat: 828 64 21 1 75
stat: 829 64 21 2 25
stat: 829 64 21 3 50
stat: 829 64 21 1 75
stat: 830 64 21 2 25
stat: 830 64 21 3 50
stat: 830 64 21 1 75
stat: 831 64 21 2 25
stat: 831 64 21 2.59375 50
stat: 831 64 21 1 75
stat: 832 64 21 2 25
stat: 832 64 21 3 50
stat: 832 64 21 1 75
stat: 833 64 21 2 25
stat: 833 64 21 2.625 50
stat: 833 64 21 1 75
stat: 834 64 21 2 25
stat: 834 64 21 2.625 50
stat: 834 64 21 1 75
stat: 835 64 21 2 25
stat: 835 64 21 1 50
stat: 835 64 21 1 75
stat: 836 64 21 2 25
stat: 836 64 21 2.6875 50
stat: 836 64 21 1 75
stat: 837 64 21 2 25
stat: 837 64 21 2.59375 50
stat: 837 64 21 1 75
stat: 838 64 21 2 25
stat: 838 64 21 1 50
stat: 838 64 21 1 75
stat: 839 64 21 2 25
stat: 839 64 21 2.8125 50
stat: 839 64 21 1 75
stat: 840 64 21 2 25
stat: 840 64 21 2.5 50
stat: 840 64 21 1 75
stat: 841 64 21 2 25
stat: 841 64 21 3 50
stat: 841 64 21 1 75
stat: 842 64 21 2 25
stat: 842 64 21 1 50
stat: 842 64 21 1 75
stat: 843 64 21 2 25
stat: 843 64 21 2.5 50
stat: 843 64 21 1 75
stat: 844 64 21 2 25
stat: 844 64 21 1 50
stat: 844 64 21 1 75
stat: 845 64 21 2 25
stat: 845 64 21 2.5 50
stat: 845 64 21 1 75
stat: 846 64 21 2 25
stat: 846 64 21 2 50
stat: 846 64 21 1 75
stat: 847 64 21 2 25
stat: 847 64 21 2.34375 50
stat: 847 64 21 1 75
stat: 848 64 21 2 25
stat: 848 64 21 2.53125 50
stat: 848 64 21 1 75
stat: 849 64 21 2 25
stat: 849 64 21 2.5 50
stat: 849 64 21 1 75
stat: 850 64 21 2 25
stat: 850 64 21 2.34375 50
stat: 850 64 21 1 75
stat: 851 64 21 2 25
stat: 851 64 21 2.59375 50
stat: 851 64 21 1 75
stat: 852 64 21 2 25
stat: 852 64 21 2.375 50
stat: 852 64 21 1 75
stat: 853 64 21 2 25
stat: 853 64 21 1 50
stat: 853 64 21 1 75
stat: 854 64 21 2 25
stat: 854 64 21 2.8125 50
stat: 854 64 21 1 75
stat: 855 64 21 2 25
stat: 855 64 21 3 50
stat: 855 64 21 1 75
stat: 856 64 21 2 25
stat: 856 64 21 1 50
stat: 856 64 21 1 75
stat: 857 64 21 2 25
stat: 857 64 21 3 50
stat: 857 64 21 1 75
stat: 858 64 21 2 25
stat: 858 64 21 3 50
stat: 858 64 21 1 75
stat: 859 64 21 2 25
stat: 859 64 21 2.4375 50
stat: 859 64 21 1 75
stat: 860 64 21 2 25
stat: 860 64 21 2.375 50
stat: 860 64 21 1 75
stat: 861 64 21 2 25
stat: 861 64 21 2.375 50
stat: 861 64 21 1 75
stat: 862 64 21 2 25
stat: 862 64 21 2.46875 50
stat: 862 64 21 1 75
stat: 863 64 21 2 25
stat: 863 64 21 2.59375 50
stat: 863 64 21 1 75
stat: 864 64 21 2 25
stat: 864 64 21 3 50
stat: 864 64 21 1 75
stat: 865 64 21 2 25
stat: 865 64 21 1 50
stat: 865 64 21 1 75
stat: 866 64 21 2 25
stat: 866 64 21 2.5625 50
stat: 866 64 21 1 75
stat: 867 64 21 2 25
stat: 867 64 21 2.65625 50
stat: 867 64 21 1 75
stat: 868 64 21 2 25
stat: 868 64 21 3 50
stat: 868 64 21 1 75
stat: 869 64 21 2 25
stat: 869 64 21 2.53125 50
stat: 869 64 21 1 75
stat: 870 64 21 2 25
stat: 870 64 21 1 50
stat: 870 64 21 1 75
stat: 871 64 21 2 25
stat: 871 64 21 2.78125 50
stat: 871 64 21 1 75
stat: 872 64 21 2 25
stat: 872 64 21 2.40625 50
stat: 872 64 21 1 75
stat: 873 64 21 2 25
stat: 873 64 21 3 50
stat: 873 64 21 1 75
stat: 874 64 21 2 25
stat: 874 64 21 2.65625 50
stat: 874 64 21 1 75
stat: 875 64 21 2 25
stat: 875 64 21 1 50
stat: 875 64 21 1 75
stat: 876 64 21 2 25
stat: 876 64 21 3 50
stat: 876 64 21 1 75
stat: 877 64 21 2 25
stat: 877 64 21 3 50
stat: 877 64 21 1 75
stat: 878 64 21 2 25
stat: 878 64 21 1 50
stat: 878 64 21 1 75
stat: 879 64 21 2 25
stat: 879 64 21 3 50
stat: 879 64 21 1 75
stat: 880 64 21 2 25
stat: 880 64 21 2.28125 50
stat: 880 64 21 1 75
stat: 881 64 21 2 25
stat: 881 64 21 2.46875 50
stat: 881 64 21 1 75
stat: 882 64 21 2 25
stat: 882 64 21 2.59375 50
stat: 882 64 21 1 75
stat: 883 64 21 2 25
stat: 883 64 21 2.53125 50
stat: 883 64 21 1 75
stat: 884 64 21 2 25
stat: 884 64 21 1 50
stat: 884 64 21 1 75
stat: 885 64 21 2 25
stat: 885 64 21 2.375 50
stat: 885 64 21 1 75
stat: 886 64 21 2 25
stat: 886 64 21 3 50
stat: 886 64 21 1 75
stat: 887 64 21 2 25
stat: 887 64 21 1 50
stat: 887 64 21 1 75
stat: 888 64 21 2 25
stat: 888 64 21 1 50
stat: 888 64 21 1 75
stat: 889 64 21 2 25
stat: 889 64 21 2 50
stat: 889 64 21 1 75
stat: 890 64 21 2 25
stat: 890 64 21 3 50
stat: 890 64 21 1 75
stat: 891 64 21 2 25
stat: 891 64 21 2.4375 50
stat: 891 64 21 1 75
stat: 892 64 21 2 25
stat: 892 64 21 2.53125 50
stat: 892 64 21 1 75
stat: 893 64 21 2 25
stat: 893 64 21 2.53125 50
stat: 893 64 21 1 75
stat: 894 64 21 2 25
stat: 894 64 21 2.375 50
stat: 894 64 21 1 75
stat: 895 64 21 2 25
stat: 895 64 21 3 50
stat: 895 64 21 1 75
stat: 896 64 21 2 25
stat: 896 64 21 3 50
stat: 896 64 21 1 75
stat: 897 64 21 2 25
stat: 897 64 21 1 50
stat: 897 64 21 1 75
stat: 898 64 21 2 25
stat: 898 64 21 3 50
stat: 898 64 21 1 75
stat: 899 64 21 2 25
stat: 899 64 21 1 50
stat: 899 64 21 1 75
stat: 900 64 21 2 25
stat: 900 64 21 3 50
stat: 900 64 21 1 75
stat: 901 64 21 2 25
stat: 901 64 21 2.625 50
stat: 901 64 21 1 75
stat: 902 64 21 2 25
stat: 902 64 21 2.5625 50
stat: 902 64 21 1 75
stat: 903 64 21 2 25
stat: 903 64 21 2.46875 50
stat: 903 64 21 1 75
stat: 904 64 21 2 25
stat: 904 64 21 2.65625 50
stat: 904 64 21 1 75
stat: 905 64 21 2 25
stat: 905 64 21 1 50
stat: 905 64 21 1 75
stat: 906 64 21 2 25
stat: 906 64 21 2.65625 50
stat: 906 64 21 1 75
stat: 907 64 21 2 25
stat: 907 64 21 2.71875 50
stat: 907 64 21 1 75
stat: 908 64 21 2 25
stat: 908 64 21 2.40625 50
stat: 908 64 21 1 75
stat: 909 64 21 2 25
stat: 909 64 21 2.59375 50
stat: 909 64 21 1 75
stat: 910 64 21 2 25
stat: 910 64 21 1 50
stat: 910 64 21 1 75
stat: 911 64 21 2 25
stat: 911 64 21 1 50
stat: 911 64 21 1 75
stat: 912 64 21 2 25
stat: 912 64 21 2.46875 50
stat: 912 64 21 1 75
stat: 913 64 21 2 25
stat: 913 64 21 2.71875 50
stat: 913 64 21 1 75
stat: 914 64 21 2 25
stat: 914 64 21 2.5625 50
stat: 914 64 21 1 75
stat: 915 64 21 2 25
stat: 915 64 21 2 50
stat: 915 64 21 1 75
stat: 916 64 21 2 25
stat: 916 64 21 3 50
stat: 916 64 21 1 75
stat: 917 64 21 2 25
stat: 917 64 21 2.5625 50
stat: 917 64 21 1 75
stat: 918 64 21 2 25
stat: 918 64 21 1 50
stat: 918 64 21 1 75
stat: 919 64 21 2 25
stat: 919 64 21 2.40625 50
stat: 919 64 21 1 75
stat: 920 64 21 2 25
stat: 920 64 21 2.28125 50
stat: 920 64 21 1 75
stat: 921 64 21 2 25
stat: 921 64 21 2.59375 50
stat: 921 64 21 1 75
stat: 922 64 21 2 25
stat: 922 64 21 2.65625 50
stat: 922 64 21 1 75
stat: 923 64 21 2 25
stat: 923 64 21 2.5 50
stat: 923 64 21 1 75
stat: 924 64 21 2 25
stat: 924 64 21 1 50
stat: 924 64 21 1 75
stat: 925 64 21 2 25
stat: 925 64 21 2.4375 50
stat: 925 64 21 1 75
stat: 926 64 21 2 25
stat: 926 64 21 2.375 50
stat: 926 64 21 1 75
stat: 927 64 21 2 25
stat: 927 64 21 2.53125 50
stat: 927 64 21 1 75
stat: 928 64 21 2 25
stat: 928 64 21 3 50
stat: 928 64 21 1 75
stat: 929 64 21 2 25
stat: 929 64 21 3 50
stat: 929 64 21 1 75
stat: 930 64 21 2 25
stat: 930 64 21 2.375 50
stat: 930 64 21 1 75
stat: 931 64 21 2 25
stat: 931 64 21 3 50
stat: 931 64 21 1 75
stat: 932 64 21 2 25
stat: 932 64 21 3 50
stat: 932 64 21 1 75
stat: 933 64 21 2 25
stat: 933 64 21 1 50
stat: 933 64 21 1 75
stat: 934 64 21 2 25
stat: 934 64 21 2.5625 50
stat: 934 64 21 1 75
stat: 935 64 21 2 25
stat: 935 64 21 2.53125 50
stat: 935 64 21 1 75
stat: 936 64 21 2 25
stat: 936 64 21 2.625 50
stat: 936 64 21 1 75
stat: 937 64 21 2 25
stat: 937 64 21 2.40625 50
stat: 937 64 21 1 75
stat: 938 64 21 2 25
stat: 938 64 21 1 50
stat: 938 64 21 1 75
stat: 939 64 21 2 25
stat: 939 64 21 1 50
stat: 939 64 21 1 75
stat: 940 64 21 2 25
stat: 940 64 21 2.5625 50
stat: 940 64 21 1 75
stat: 941 64 21 2 25
stat: 941 64 21 2.5 50
stat: 941 64 21 1 75
stat: 942 64 21 2 25
stat: 942 64 21 1 50
stat: 942 64 21 1 75
stat: 943 64 21 2 25
stat: 943 64 21 2.625 50
stat: 943 64 21 1 75
stat: 944 64 21 2 25
stat: 944 64 21 3 50
stat: 944 64 21 1 75
stat: 945 64 21 2 25
stat: 945 64 21 2.4375 50
stat: 945 64 21 1 75
stat: 946 64 21 2 25
stat: 946 64 21 2.5 50
stat: 946 64 21 1 75
stat: 947 64 21 2 25
stat: 947 64 21 2 50
stat: 947 64 21 1 75
stat: 948 64 21 2 25
stat: 948 64 21 2.46875 50
stat: 948 64 21 1 75
stat: 949 64 21 2 25
stat: 949 64 21 1 50
stat: 949 64 21 1 75
stat: 950 64 21 2 25
stat: 950 64 21 3 50
stat: 950 64 21 1 75
stat: 951 64 21 2 25
stat: 951 64 21 1 50
stat: 951 64 21 1 75
stat: 952 64 21 2 25
stat: 952 64 21 2.53125 50
stat: 952 64 21 1 75
stat: 953 64 21 2 25
stat: 953 64 21 3 50
stat: 953 64 21 1 75
stat: 954 64 21 2 25
stat: 954 64 21 2.5 50
stat: 954 64 21 1 75
stat: 955 64 21 2 25
stat: 955 64 21 2.875 50
stat: 955 64 21 1 75
stat: 956 64 21 2 25
stat: 956 64 21 1 50
stat: 956 64 21 1 75
stat: 957 64 21 2 25
stat: 957 64 21 3 50
stat: 957 64 21 1 75
stat: 958 64 21 2 25
stat: 958 64 21 3 50
stat: 958 64 21 1 75
stat: 959 64 21 2 25
stat: 959 64 21 2.53125 50
stat: 959 64 21 1 75
stat: 960 64 21 2 25
